,Brand,Avg Rating,Total Comment,Seller Rating,Notebook Type,Memory Speed,Bluetooth,Weight,Touch Screen,Screen Size,GPU Type,GPU,CPU Generation,CPU Type,OS,Max CPU Speed,Screen Resolution,Finger Print,RAM,RAM Type,HDD,SSD,Charging Time,CPU Speed,Price
84,MSI,4.8,16,"9,7",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Yok (Free Dos),4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.2 GHz,23.999 TL
85,Huawei,4.7,15,10,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,GDDR4,5.Nesil,AMD Ryzen 5,Windows 11 Home,5 GHz,2160 x 1440,Var,16 GB,DDR4,512 GB,512 GB,6 Saat ve Üstü,5 GHz,12.269 TL
86,Lenovo,4.6,12,"9,9",Notebook,2400 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Yok,AMD Athlon Gold,Yok (Free Dos),3.3 GHz,1366 x 768,Yok,8 GB,DDR4,Yok,256 GB,3 Saat ve Altý,2.40 GHz,5.214 TL
87,Acer,4.8,4,"9,6",Oyun Bilgisayarlarý,Belirtilmemiþ,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,3 Saat ve Altý,2.70 GHz,15.999 TL
88,MSI,4.7,56,10,Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.5 GHz,10.593 TL
89,Hometech,4.0,160,10,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,5.Nesil,Intel Core i5,Windows 10 Home,Yok,1920 x 1080,Yok,8 GB,DDR3,Yok,256 GB,4 - 6 Saat,2.7 GHz,5.189 TL
90,Asus,4.9,36,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 5,Yok (Free Dos),4 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,4 GHz,13.499 TL
91,Lenovo,4.7,64,10,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 5,Windows 10 Home,4 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,2.1 GHz,7.999 TL
92,Asus,4.7,22,"9,8",Notebook,2400 MHz,Belirtilmemiþ,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1920 x 1080,Yok,4 GB,DDR4,Yok,128 GB,4 - 6 Saat,1.1 GHz,3.599 TL
93,Lenovo,4.7,32,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3.1 GHz,16.499 TL
94,HP,4.3,107,"9,8",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Yok (Free Dos),2.8 GHz,1366 x 768,Yok,4 GB,DDR4,128 GB,128 GB,,2.8 GHz,4.094 TL
95,Asus,5.0,9,"9,7",Notebook,4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,6.Nesil,AMD Ryzen 7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,16 GB,DDR5,Yok,512 GB,,3.2 GHz,19.499 TL
96,Lenovo,,,"9,6",Notebook,Belirtilmemiþ,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Yok,Intel Celeron,Yok (Free Dos),Yok,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,3 Saat ve Altý,1.8 GHz,4.127 TL
97,Asus,4.5,33,"9,8",Ultrabook,3200 MHz,Var,1 - 2 kg,Yok,"13,3 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Yok (Free Dos),3.7 GHz,1920 x 1080,Yok,8 GB,LPDDR4X,Yok,512 GB,,1.1 GHz,9.589 TL
98,Lenovo,4.5,317,"9,9",Notebook,2400 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,4.Nesil,Intel Celeron,Windows 10 Home,2.8 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,128 GB,,1.10 GHz,3.849 TL
99,Huawei,4.8,121,"9,7",Notebook,2400 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,4.2 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,1.60 GHz,8.990 TL
100,HP,4.5,2,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"16,1 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 7,Yok (Free Dos),4.4 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,,3.2 GHz,22.699 TL
101,Asus,5.0,11,10,Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i7,Yok (Free Dos),3.9 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,1.3 GHz,9.998 TL
102,Lenovo,4.5,34,"9,9",Notebook,2933 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,2.4 GHz,9.999 TL
103,Asus,4.7,63,"9,9",Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.7 GHz,15.999 TL
104,Monster,4.7,12,"9,9",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1921 x 1080,Var,8 GB,DDR4,Yok,500 GB,,2.2 GHz,9.799 TL
105,Apple,4.9,125,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Belirtilmemiþ,13 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,Apple M1,macOS,Yok,2560 x 1600,Var,8 GB,Belirtilmemiþ,Yok,256 GB,,Belirtilmemiþ,21.999 TL
106,Huawei,4.6,8,"9,4",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,GDDR4,11.Nesil,Intel Core i5,Windows 11 Home,2.4 GHz,1920 x 1080,Yok,8 GB,DDR4,512 GB,512 GB,6 Saat ve Üstü,2.40 GHz,14.039 TL
107,Casper,4.2,14,10,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10. Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,500 GB,500 GB,,2.5 GHz,13.448 TL
108,Asus,4.8,11,10,Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Yok (Free Dos),4.1 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,2.1 GHz,5.399 TL
109,Lenovo,4.9,17,10,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 3,Yok (Free Dos),3.8 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,2.60 GHz,9.299 TL
110,Asus,,,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.7 GHz,15.899 TL
111,Casper,4.6,225,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,,2.30 GHz,23.998 TL
112,MSI,5.0,7,"9,8",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,12.Nesil,Intel Core i7,Windows 11 Home,4.7 GHz,1920 x 1080,Yok,32 GB,DDR4,Yok,1 TB,,3.5 GHz,41.499 TL
113,MSI,4.9,22,"9,7",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 7,Yok (Free Dos),4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,,3.2 GHz,25.599 TL
114,Dell,4.6,53,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Windows 11 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,3.3 GHz,14.499 TL
115,Lenovo,4.4,71,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 7,Yok (Free Dos),4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3.2 GHz,18.498 TL
116,Lenovo,4.8,29,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.4 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,1 TB,256 GB,6 Saat ve Üstü,3.1 GHz,18.599 TL
117,Asus,4.4,12,"9,7",Notebook,4800 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,6.Nesil,AMD Ryzen 7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,16 GB,DDR5,Yok,512 GB,,3.2 GHz,19.299 TL
118,Asus,5.0,5,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Belirtilmemiþ,16 GB,DDR4,Yok,512 GB,,2.7 GHz,16.586 TL
119,Lenovo,4.7,17,"9,2",Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Home,4.7 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,6 Saat ve Üstü,2.8 GHz,18.325 TL
120,MSI,5.0,3,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.6 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.3 GHz,32.349 TL
121,MSI,5.0,8,"9,8",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Yok (Free Dos),4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,,3.2 GHz,31.190 TL
122,Lenovo,4.3,18,"9,6",Notebook,2400 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,Yok,Intel Celeron,Windows 11 Home,2.8 GHz,1366 x 768,Yok,4 GB,DDR4,128 GB,128 GB,6 Saat ve Üstü,1.1 GHz,3.919 TL
123,Huawei,4.5,2,10,Notebook,3733 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i3,Windows 11 Home,4.1 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,256 GB,,3 GHz,7.398 TL
124,Asus,4.6,24,"9,8",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 11 Home,3.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,,1 GHz,9.166 TL
125,Lenovo,5.0,5,9,Ýkisi Bir Arada,3200 MHz,Var,1 - 2 kg,Var,14 inç,Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1920 x 1080,Var,4 GB,DDR4,Yok,256 GB,4 - 6 Saat,3 GHz,8.379 TL
126,Dell,5.0,1,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 11 Pro,5 GHz,1920 x 1080,Var,32 GB,DDR4,Yok,1 TB,6 Saat ve Üstü,3.4 GHz,22.999 TL
127,MSI,5.0,1,"9,7",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,12.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,,3.5 GHz,26.999 TL
128,MSI,5.0,6,10,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,12.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,,3.5 GHz,36.999 TL
129,Lenovo,4.8,13,"9,8",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 7,Endless OS,4.1 GHz,1920 x 1080,Var,8 GB,DDR4,256 GB,256 GB,6 Saat ve Üstü,2.00 GHz,13.999 TL
130,Lenovo,5.0,7,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 5,Windows 11 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,6 Saat ve Üstü,3.3 GHz,21.340 TL
131,Monster,4.7,98,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,500 GB,3 Saat ve Altý,2.70 GHz,14.503 TL
132,Asus,,,"9,9",Notebook,2666 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i3,Yok (Free Dos),4.1 GHz,1920 x 1080,Yok,12 GB,DDR4,Yok,256 GB,,2.1 GHz,6.399 TL
133,HP,5.0,4,"9,7",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"16,1 inç",Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,3.3 GHz,14.799 TL
134,Acer,4.5,8,,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Yüksek Seviye Harici Ekran Kartý,GDDR6,5.Nesil,AMD Ryzen 7,Yok (Free Dos),4.4 GHz,1920 x 1080,Var,16 GB,LPDDR4X,Yok,512 GB,,1.9 GHz,15.698 TL
135,Asus,,,10,Oyun Bilgisayarlarý,6400 MHz,Var,1 - 2 kg,Var,"13,4 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,6.Nesil,AMD Ryzen 7,Yok (Free Dos),4.7 GHz,1920 x 1200,Var,16 GB,LPDDR5,Yok,1 TB,3 Saat ve Altý,3.2 GHz,20.999 TL
136,Asus,4.9,11,"9,1",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10. Nesil,Intel Core i3,Windows 10 Home,4.1 GHz,1366 x 768,Yok,4 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,2.1 GHz,5.606 TL
137,HP,5.0,2,10,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,GDDR4,10.Nesil,Intel Core i7,Yok (Free Dos),5 GHz,1920 x 1080,Yok,16 GB,DDR4,16 GB,1 TB,,2.2 GHz,26.798 TL
138,Acer,5.0,2,,Notebook,4267 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i5,Windows 11 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,,2.4 GHz,8.999 TL
139,Asus,5.0,2,"9,9",Notebook,3733 MHz,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Onboard,10.Nesil,Intel Core i5,Windows 10 Home,2.4 GHz,1920 x 1080,Yok,8 GB,LPDDR4,Yok,256 GB,,2.4 GHz,10.399 TL
140,Monster,5.0,4,"9,9",Notebook,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,11.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1921 x 1080,Var,8 GB,DDR4,Yok,500 GB,,2.5 GHz,11.759 TL
141,Lenovo,,,"9,4",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,11.Nesil,Intel Core i5,Yok (Free Dos),4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.4 GHz,11.639 TL
142,Acer,4.3,3,10,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,14 inç,Belirtilmemiþ,Belirtilmemiþ,3.Nesil,Intel Celeron,Windows 11 Home,Yok,1920 x 1080,Var,4 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,1.1 GHz,4.599 TL
143,MSI,4.9,14,"9,8",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,12.Nesil,Intel Core i7,Yok (Free Dos),4.8 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,,3.6 GHz,32.999 TL
144,MSI,4.9,14,"9,8",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,12.Nesil,Intel Core i7,Yok (Free Dos),4.8 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,1 TB,,3.6 GHz,32.999 TL
145,HP,4.3,24,"9,9",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Dahili Ekran Kartý,GDDR4,11.Nesil,Intel Core i7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,,3.1 GHz,10.985 TL
146,Asus,,,10,Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,10. Nesil,Intel Core i3,Windows 11 Home,2.1 GHz,1920 x 1080,Yok,8 GB,Belirtilmemiþ,256 GB,256 GB,4 - 6 Saat,2.1 GHz,6.579 TL
147,Asus,4.7,259,,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.5 GHz,16.574 TL
148,Acer,,,"9,6",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Belirtilmemiþ,10. Nesil,Intel Core i3,Yok (Free Dos),3.4 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,3 Saat ve Altý,1.2 GHz,5.399 TL
149,Apple,4.9,233,"9,7",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Belirtilmemiþ,13 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,Apple M1,macOS,Yok,2560 x 1600,Var,8 GB,Belirtilmemiþ,Yok,256 GB,,Belirtilmemiþ,20.650 TL
150,Monster,4.7,218,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.70 GHz,18.521 TL
151,Monster,4.7,95,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,500 GB,,2.3 GHz,21.559 TL
152,Asus,4.3,3,,Notebook,3200 MHz,Var,1 - 2 kg,Yok,14 inç,Yüksek Seviye Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 9,Yok (Free Dos),4.6 GHz,2880 x 1800,Yok,16 GB,DDR4,Yok,1 TB,,4.6 GHz,22.498 TL
153,Asus,5.0,1,,Oyun Bilgisayarlarý,4800 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,Ryzen,AMD Ryzen 7,Yok (Free Dos),4.7 GHz,1920 x 1080,Yok,16 GB,DDR5,Yok,512 GB,,4.7 GHz,26.998 TL
154,HP,5.0,5,10,Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Dahili Ekran Kartý,GDDR4,10.Nesil,Intel Core i7,Yok (Free Dos),5 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.2 GHz,25.438 TL
155,Asus,5.0,1,,Ýkisi Bir Arada,Belirtilmemiþ,Var,1 - 2 kg,Var,"13,3 inç",Dahili Ekran Kartý,Onboard,6.Nesil,Intel Pentium,Windows 11 Home,3.3 GHz,1920 x 1080,Yok,8 GB,LPDDR4X,Yok,256 GB,,1.1 GHz,11.999 TL
156,Monster,4.7,269,"9,9",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,500 GB,3 Saat ve Altý,2.70 GHz,17.835 TL
157,Dell,4.9,7,"9,9",Notebook,2666 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,11.Nesil,Intel Core i7,Windows 10 Pro,4.7 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,2.80 GHz,17.499 TL
158,MSI,4.8,30,"9,7",Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.6 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,512 GB,,2.3 GHz,20.449 TL
159,Lenovo,4.3,3,"9,9",Notebook,3200 MHz,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Ryzen,AMD Ryzen 7,Yok (Free Dos),4.3 GHz,1920 x 1080,Var,8 GB,DDR4,Yok,512 GB,4 - 6 Saat,1.80 GHz,11.999 TL
160,Lenovo,5.0,5,09,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i5,Yok (Free Dos),4.4 GHz,1920 x 1080,Yok,16 GB,DDR4,Yok,512 GB,,3.1 GHz,15.998 TL
161,Lenovo,,,"9,9",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Belirtilmemiþ,GDDR4,Yok,Intel Core i5,Windows 11 Home,4.2 GHz,1920 x 1080,Yok,8 GB,DDR4,Belirtilmemiþ,512 GB,,2.4 GHz,10.000 TL
162,Huawei,5.0,49,"9,7",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,14 inç,Dahili Ekran Kartý,Belirtilmemiþ,10.Nesil,Core i5 10210U,Windows 10 Home,4.2 GHz,1921 x 1080,Belirtilmemiþ,8 GB,DDR4,512 GB,512 GB,6 Saat ve Üstü,1.60 GHz,9.699 TL
163,Lenovo,4.5,44,"9,8",Notebook,2666 MHz,Var,2 kg ve Altý,Yok,"15,6 inç",Harici Ekran Kartý,GDDR5,10.Nesil,Intel Core i5,Windows 10 Home,,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,1.60 GHz,9.580 TL
164,Acer,4.4,33,"9,8",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Yok,"15,6 inç",Dahili Ekran Kartý,Onboard,Yok,Intel Core i3,Yok (Free Dos),3.4 GHz,1920 x 1080,Yok,8 GB,DDR4,Yok,256 GB,6 Saat ve Üstü,1.2 GHz,5.899 TL
165,Apple,5.0,75,"9,8",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Belirtilmemiþ,13 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,Apple M1,macOS,Yok,2560 x 1600,Var,8 GB,Belirtilmemiþ,Yok,256 GB,,Belirtilmemiþ,22.772 TL
166,Asus,5.0,6,,Oyun Bilgisayarlarý,3200 MHz,Var,2 - 4 kg,Yok,"17,3 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,11.Nesil,Intel Core i7,Yok (Free Dos),4.6 GHz,3840 x 2160,Yok,16 GB,DDR4,Yok,1 TB,,2.3 GHz,35.998 TL
167,Apple,4.8,39,"9,5",Notebook,Belirtilmemiþ,Var,1 - 2 kg,Belirtilmemiþ,13 inç,Belirtilmemiþ,Belirtilmemiþ,Yok,Apple M1,macOS,Yok,2560 x 1600,Var,8 GB,Belirtilmemiþ,Yok,512 GB,,Belirtilmemiþ,24.000 TL
168,Asus,5.0,4,"9,8",Oyun Bilgisayarlarý,2933 MHz,Var,2 - 4 kg,Yok,"15,6 inç",Yüksek Seviye Harici Ekran Kartý,GDDR6,10.Nesil,Intel Core i5,Yok (Free Dos),4.5 GHz,1920 x 1080,Yok,16 GB,DDR4,1 TB,256 GB,,2.50 GHz,14.488 TL
